,id,product_uid,sw_in_title_ratio,sw_in_desc_ratio,sw_in_brand_name_ratio,sw_in_material_ratio,sn_in_title_ratio,sn_in_desc_ratio,relevance
55,193,100033,0.3,2.3,0.2,0.2,0.3,0.3,3.0
56,195,100034,0.3,0.3,0.2,0.2,0.3,0.3,1.0
57,201,100036,1.3,1.3,0.2,0.2,1.3,1.3,2.33
58,202,100036,3.3,3.3,0.2,0.2,1.3,1.3,2.33
59,203,100036,1.3,1.3,0.2,0.2,1.3,1.3,3.0
60,205,100036,1.3,1.3,0.2,0.2,0.3,0.3,2.33
61,210,100037,1.3,2.3,1.0,0.2,0.3,0.3,2.5
62,214,100038,1.3,2.3,0.2,0.3,0.3,0.3,2.33
63,215,100038,2.3,2.3,0.2,0.3,0.3,0.3,3.0
64,223,100039,1.3,1.3,0.2,0.2,0.3,0.3,2.33
65,226,100039,1.3,1.3,0.2,0.2,0.3,0.3,2.33
66,227,100039,1.3,1.3,0.2,0.2,0.3,0.3,2.33
67,233,100039,2.3,2.3,0.2,0.2,0.3,0.3,3.0
68,241,100042,4.3,2.3,1.0,0.2,0.3,0.3,3.0
69,245,100042,2.3,2.3,0.2,0.2,1.3,1.3,2.33
70,255,100045,1.3,1.3,0.2,0.2,0.3,0.3,2.33
71,257,100046,0.3,0.3,0.2,0.2,1.3,1.3,2.0
72,259,100046,0.3,0.3,0.2,1.0,0.3,0.3,2.0
73,261,100046,2.3,2.3,0.2,0.2,0.3,0.3,2.33
74,266,100046,1.3,1.3,0.2,0.2,0.3,0.3,2.67
75,270,100046,0.3,1.3,0.2,0.2,1.3,1.3,1.67
76,272,100047,1.3,0.3,1.0,0.2,2.3,1.3,3.0
77,275,100047,2.3,2.3,0.2,0.2,0.3,0.3,2.33
78,276,100047,2.3,2.3,0.2,0.2,0.3,0.3,3.0
79,284,100049,2.3,3.3,0.2,0.3,0.3,0.3,2.0
80,290,100050,1.3,2.3,0.2,0.3,0.3,0.3,2.67
81,293,100051,1.3,1.3,0.2,0.3,0.3,0.3,3.0
82,294,100051,3.3,3.3,1.0,0.3,0.3,0.3,3.0
83,297,100051,0.3,0.3,0.2,0.3,0.3,0.3,2.33
84,305,100053,0.3,0.3,0.2,0.3,0.3,0.3,3.0
85,314,100054,2.3,1.3,1.0,0.2,0.3,0.3,3.0
86,318,100054,3.3,2.3,1.0,1.0,0.3,0.3,3.0
87,319,100054,2.3,2.3,1.0,0.2,0.3,0.3,2.67
88,323,100055,3.3,2.3,1.0,0.3,0.3,0.3,2.33
89,327,100055,2.3,2.3,0.2,0.3,0.3,0.3,3.0
90,331,100055,2.3,2.3,0.2,0.3,0.3,0.3,2.0
91,334,100055,2.3,2.3,0.2,0.3,0.3,0.3,2.67
92,335,100055,3.3,3.3,0.2,0.3,0.3,0.3,2.0
93,340,100056,0.3,0.3,0.2,0.3,0.3,0.3,1.33
94,341,100057,3.3,3.3,0.2,0.3,0.3,1.3,2.33
95,343,100057,1.3,2.3,0.2,0.3,0.3,0.3,2.33
96,346,100057,2.3,2.3,1.0,0.3,0.3,0.3,2.0
97,347,100057,0.3,0.3,0.2,0.3,1.3,1.3,1.33
98,350,100057,1.3,1.3,0.2,0.3,0.3,0.3,3.0
99,351,100058,1.3,0.3,0.2,0.3,0.3,0.3,3.0
100,354,100058,2.3,0.3,0.2,0.3,0.3,0.3,2.33
101,355,100058,1.3,1.3,0.2,0.3,0.3,0.3,3.0
102,359,100059,0.3,1.3,0.2,0.2,0.3,0.3,2.67
103,361,100060,1.3,1.3,0.2,0.2,0.3,0.3,2.33
104,363,100060,1.3,2.3,0.2,0.2,0.3,0.3,3.0
105,365,100060,1.3,1.3,0.2,0.2,0.3,0.3,2.33
106,373,100063,2.3,1.3,1.0,0.3,0.3,0.3,2.0
107,374,100063,1.3,1.3,0.2,0.3,0.3,0.3,2.67
108,375,100063,0.3,0.3,0.2,0.3,0.3,0.3,2.67
109,385,100064,0.3,0.3,0.2,0.2,0.3,0.3,2.67
110,389,100065,1.3,2.3,0.2,0.2,0.3,0.3,2.33
111,397,100065,0.3,0.3,0.2,0.2,0.3,0.3,1.33
112,400,100065,1.3,1.3,1.0,0.2,0.3,0.3,2.0
113,401,100065,4.3,4.3,1.0,0.2,0.3,0.3,2.33
114,402,100065,5.3,5.3,1.0,0.2,0.3,0.3,2.0
115,403,100065,2.3,4.3,1.0,0.2,0.3,0.3,2.67
116,407,100065,1.3,1.3,0.2,0.2,0.3,0.3,2.67
117,408,100065,0.3,0.3,0.2,0.2,0.3,0.3,2.33
118,411,100065,1.3,1.3,0.2,0.2,0.3,0.3,2.33
119,413,100065,1.3,1.3,0.2,0.2,0.3,0.3,1.33
120,418,100065,1.3,2.3,0.2,0.2,0.3,0.3,2.33
121,421,100065,2.3,2.3,0.2,0.2,0.3,0.3,2.67
122,422,100065,3.3,3.3,1.0,0.2,0.3,0.3,3.0
123,440,100068,3.3,3.3,0.2,0.3,0.3,0.3,2.33
124,444,100068,1.3,2.3,0.2,0.3,0.3,0.3,2.0
125,445,100068,2.3,2.3,0.2,0.3,0.3,0.3,1.67
126,446,100068,2.3,4.3,0.2,0.3,0.3,0.3,2.67
127,447,100068,3.3,4.3,0.2,0.3,0.3,0.3,3.0
128,452,100068,4.3,4.3,1.0,0.3,0.3,0.3,2.67
129,454,100068,4.3,4.3,1.0,0.3,0.3,0.3,3.0
130,455,100068,3.3,3.3,1.0,0.3,0.3,0.3,2.33
131,456,100068,2.3,2.3,0.2,0.3,0.3,0.3,3.0
132,458,100068,2.3,2.3,0.2,0.3,0.3,0.3,3.0
133,459,100068,2.3,2.3,0.2,0.3,0.3,0.3,1.67
134,461,100069,2.3,2.3,1.0,0.3,0.3,0.3,3.0
135,468,100070,2.3,2.3,0.2,0.3,0.3,0.3,3.0
136,469,100070,1.3,2.3,0.2,0.3,0.3,0.3,3.0
137,470,100070,2.3,3.3,0.2,0.3,0.3,0.3,2.33
138,473,100070,0.3,1.3,0.2,0.3,0.3,0.3,3.0
139,475,100071,0.3,1.3,0.2,0.2,0.3,0.3,2.33
140,476,100071,0.3,2.3,0.2,0.2,0.3,0.3,3.0
141,478,100071,3.3,3.3,0.2,1.0,0.3,0.3,3.0
142,479,100071,2.3,2.3,0.2,1.0,0.3,0.3,1.33
143,480,100072,3.3,1.3,0.2,0.3,0.3,1.3,1.67
144,481,100072,2.3,1.3,0.2,0.3,0.3,0.3,3.0
145,485,100074,0.3,0.3,0.2,0.3,0.3,0.3,3.0
146,491,100076,2.3,1.3,0.2,0.2,0.3,0.3,3.0
147,492,100077,1.3,2.3,0.2,0.2,0.3,1.3,1.67
148,497,100077,1.3,2.3,0.2,0.2,0.3,0.3,3.0
149,500,100078,1.3,2.3,0.2,0.3,0.3,0.3,2.67
150,501,100079,0.3,0.3,0.2,0.3,1.3,1.3,1.67
151,508,100081,1.3,2.3,0.2,0.2,2.3,0.3,2.33
152,511,100081,0.3,1.3,0.2,0.2,0.3,0.3,2.33
153,516,100082,1.3,1.3,0.2,0.2,0.3,0.3,3.0
154,517,100083,0.3,0.3,0.2,0.2,0.3,0.3,1.33
155,524,100086,2.3,2.3,0.2,0.3,0.3,0.3,2.0
156,533,100086,1.3,1.3,1.0,0.3,0.3,0.3,3.0
157,536,100087,0.3,1.3,0.2,0.3,0.3,0.3,2.0
158,542,100088,0.3,0.3,0.2,0.2,2.3,0.3,2.0
159,544,100089,1.3,1.3,1.0,0.3,0.3,0.3,3.0
160,549,100090,1.3,2.3,0.2,0.3,0.3,0.3,3.0
161,551,100090,2.3,2.3,0.2,0.3,0.3,0.3,3.0
162,557,100090,0.3,1.3,0.2,0.3,0.3,0.3,2.67
163,559,100090,0.3,1.3,0.2,0.3,0.3,0.3,2.33
164,562,100090,3.3,3.3,0.2,0.3,0.3,0.3,2.33
165,563,100090,2.3,3.3,0.2,0.3,0.3,0.3,2.67
166,568,100092,1.3,1.3,0.2,0.3,0.3,0.3,2.33
167,571,100092,1.3,1.3,0.2,0.3,0.3,0.3,1.67
168,572,100092,1.3,2.3,0.2,0.3,0.3,0.3,2.67
169,573,100092,0.3,0.3,0.2,0.3,0.3,0.3,2.67
170,576,100092,1.3,1.3,1.0,0.3,1.3,1.3,2.67
171,581,100093,3.3,3.3,1.0,0.3,0.3,0.3,3.0
172,582,100093,3.3,3.3,1.0,0.3,0.3,0.3,3.0
173,583,100093,3.3,3.3,0.2,0.3,0.3,0.3,2.67
174,584,100093,3.3,3.3,0.2,0.3,0.3,0.3,3.0
175,585,100094,1.3,1.3,0.2,0.3,1.3,1.3,3.0
176,591,100094,1.3,1.3,0.2,0.3,0.3,0.3,2.33
177,593,100094,2.3,2.3,0.2,0.3,0.3,0.3,1.33
178,595,100095,1.3,1.3,0.2,0.3,0.3,0.3,2.0
179,600,100095,2.3,2.3,1.0,0.3,0.3,0.3,3.0
180,605,100096,1.3,2.3,0.2,1.0,0.3,0.3,2.0
181,606,100096,1.3,1.3,0.2,1.0,0.3,0.3,2.67
182,611,100096,1.3,2.3,1.0,0.2,0.3,0.3,2.67
183,619,100097,4.3,5.3,1.0,0.3,1.3,1.3,2.33
184,626,100098,0.3,1.3,0.2,0.2,0.3,0.3,1.33
185,630,100100,2.3,2.3,0.2,0.2,0.3,0.3,3.0
186,634,100101,2.3,1.3,1.0,0.3,0.3,0.3,1.67
187,635,100101,2.3,2.3,1.0,0.3,0.3,0.3,3.0
188,636,100102,2.3,3.3,0.2,0.3,1.3,1.3,2.67
189,637,100102,1.3,0.3,0.2,0.3,1.3,1.3,2.0
190,640,100104,1.3,1.3,0.2,0.3,1.3,1.3,1.67
191,642,100104,3.3,4.3,0.2,0.3,0.3,0.3,2.33
192,643,100104,1.3,1.3,0.2,0.3,0.3,0.3,3.0
193,644,100105,2.3,2.3,0.2,0.3,0.3,0.3,2.67
194,646,100105,1.3,1.3,0.2,0.3,1.3,1.3,2.67
195,652,100105,3.3,4.3,0.2,0.3,0.3,0.3,2.33
196,653,100106,0.3,0.3,0.2,0.3,0.3,0.3,1.25
197,659,100108,0.3,0.3,0.2,0.2,0.3,0.3,2.33
198,660,100109,2.3,0.3,0.5,0.3,0.3,0.3,3.0
199,661,100109,2.3,1.3,0.5,0.3,0.3,0.3,3.0
200,662,100110,2.3,2.3,0.2,0.3,0.3,0.3,2.33
201,663,100110,2.3,2.3,0.2,0.3,0.3,0.3,2.67
202,666,100110,3.3,3.3,1.0,0.3,0.3,0.3,2.67
203,668,100110,1.3,2.3,1.0,0.3,0.3,0.3,2.67
204,669,100110,1.3,2.3,0.2,0.3,0.3,0.3,2.0
205,670,100111,2.3,2.3,0.2,0.3,0.3,0.3,3.0
206,671,100111,2.3,2.3,0.2,0.3,0.3,0.3,1.67
207,674,100112,2.3,4.3,1.0,0.3,0.3,0.3,2.0
208,677,100113,0.3,2.3,0.2,0.3,0.3,0.3,2.67
209,679,100114,2.3,2.3,0.2,0.3,0.3,0.3,3.0
210,680,100115,4.3,4.3,0.2,0.2,0.3,0.3,3.0
211,682,100115,0.3,1.3,0.2,0.2,0.3,0.3,2.0
212,686,100116,2.3,2.3,0.2,0.3,0.3,0.3,3.0
213,687,100116,2.3,2.3,0.2,0.3,0.3,0.3,3.0
214,688,100117,1.3,1.3,0.2,0.2,0.3,0.3,2.0
215,690,100118,1.3,1.3,0.2,0.3,0.3,0.3,2.67
216,691,100119,3.3,2.3,0.2,0.3,1.3,1.3,2.67
217,696,100119,1.3,1.3,0.2,0.3,0.3,0.3,1.0
218,700,100120,1.3,1.3,0.2,0.3,0.3,0.3,3.0
219,712,100124,2.3,2.3,0.5,0.3,0.3,0.3,3.0
220,713,100125,2.3,2.3,1.0,0.3,0.3,0.3,3.0
221,715,100125,3.3,3.3,1.0,0.3,0.3,0.3,2.33
222,718,100125,2.3,3.3,0.2,0.3,0.3,0.3,3.0
223,722,100125,2.3,2.3,0.2,0.3,0.3,0.3,2.33
224,726,100126,3.3,3.3,0.2,0.3,0.3,0.3,2.67
225,731,100127,2.3,2.3,0.2,0.3,0.3,0.3,2.33
226,734,100128,0.3,0.3,0.2,0.2,0.3,0.3,1.0
227,737,100128,0.3,0.3,0.2,0.2,0.3,0.3,3.0
228,739,100128,1.3,2.3,0.2,0.2,0.3,0.3,2.67
229,740,100128,1.3,1.3,0.2,0.2,0.3,0.3,2.67
230,742,100129,0.3,1.3,0.2,0.3,0.3,0.3,1.0
231,743,100129,1.3,1.3,0.2,0.3,0.3,0.3,3.0
232,745,100130,1.3,1.3,0.2,0.3,0.3,0.3,3.0
233,748,100131,1.3,2.3,0.2,0.2,1.3,1.3,1.67
234,749,100131,1.3,2.3,0.2,0.2,1.3,1.3,1.67
235,751,100131,1.3,2.3,0.2,0.2,0.3,0.3,2.0
236,753,100131,0.3,0.3,0.2,0.2,0.3,0.3,1.67
237,756,100132,1.3,1.3,0.2,0.3,0.3,0.3,3.0
238,758,100133,1.3,1.3,0.2,0.3,0.3,0.3,2.33
239,759,100133,0.3,0.3,0.2,0.3,0.3,0.3,3.0
240,760,100133,0.3,1.3,0.2,0.3,0.3,0.3,3.0
241,763,100134,2.3,3.3,0.2,0.2,0.3,0.3,2.67
242,764,100134,0.3,0.3,0.2,0.2,0.3,0.3,1.0
243,765,100134,0.3,1.3,0.2,0.2,0.3,0.3,1.67
244,771,100134,1.3,1.3,0.2,0.2,0.3,0.3,2.33
245,773,100134,0.3,0.3,0.2,0.2,0.3,0.3,1.33
246,778,100135,2.3,2.3,1.0,0.3,0.3,0.3,2.0
247,784,100138,0.3,1.3,0.2,0.3,1.3,1.3,3.0
248,787,100138,1.3,2.3,0.2,0.3,0.3,0.3,3.0
249,790,100138,1.3,1.3,0.2,0.3,0.3,0.3,1.67
250,791,100138,2.3,2.3,0.2,0.3,0.3,0.3,1.67
251,800,100138,1.3,1.3,0.2,0.3,1.3,1.3,3.0
252,801,100138,1.3,1.3,0.2,0.3,0.3,0.3,1.67
253,811,100140,0.3,1.3,0.2,0.3,0.3,0.3,2.33
254,812,100140,0.3,0.3,0.2,0.3,0.3,0.3,3.0
255,817,100141,0.3,0.3,0.2,0.3,0.3,0.3,2.0
256,818,100141,1.3,1.3,1.0,0.3,0.3,0.3,2.67
257,819,100141,1.3,1.3,1.0,0.3,0.3,0.3,1.67
258,824,100141,1.3,1.3,0.2,0.3,0.3,0.3,3.0
259,826,100141,2.3,1.3,0.2,0.3,0.3,0.3,3.0
260,828,100143,3.3,3.3,0.2,0.3,0.3,0.3,2.33
261,831,100143,3.3,3.3,1.0,0.3,0.3,0.3,3.0
262,832,100143,2.3,2.3,0.2,0.3,0.3,0.3,3.0
263,837,100143,3.3,3.3,0.2,0.3,0.3,0.3,3.0
264,843,100144,2.3,3.3,0.2,0.3,0.3,0.3,2.75
265,844,100144,1.3,2.3,0.2,0.3,0.3,0.3,2.0
266,847,100145,1.3,1.3,0.2,0.2,0.3,0.3,2.0
267,852,100146,2.3,1.3,0.2,0.2,0.3,0.3,2.0
268,857,100146,4.3,3.3,0.2,1.0,0.3,0.3,3.0
269,862,100148,3.3,3.3,0.2,0.2,0.3,0.3,3.0
270,867,100149,0.3,0.3,0.2,0.3,1.3,1.3,1.0
271,868,100149,2.3,2.3,0.2,0.3,0.3,0.3,1.67
272,869,100149,2.3,3.3,0.2,0.3,0.3,0.3,2.0
273,872,100149,3.3,3.3,0.2,0.3,2.3,2.3,2.0
274,876,100149,1.3,1.3,0.2,0.3,0.3,0.3,2.0
275,878,100149,2.3,2.3,0.2,0.3,0.3,0.3,2.33
276,881,100149,2.3,2.3,0.2,0.3,0.3,0.3,2.0
277,882,100149,2.3,2.3,0.2,0.3,0.3,0.3,2.0
278,885,100149,1.3,1.3,0.2,0.3,0.3,0.3,2.67
279,886,100149,0.3,3.3,0.2,0.3,0.3,0.3,1.67
280,893,100150,2.3,2.3,0.2,0.3,0.3,0.3,2.33
281,894,100150,0.3,0.3,0.2,0.3,0.3,0.3,3.0
282,895,100150,1.3,1.3,0.2,0.3,0.3,0.3,2.67
283,898,100150,1.3,1.3,0.2,0.3,0.3,0.3,2.33
284,899,100150,2.3,4.3,0.2,0.3,0.3,0.3,2.0
285,902,100151,1.3,3.3,0.2,0.3,0.3,0.3,3.0
286,908,100152,2.3,2.3,1.0,0.3,1.3,1.3,3.0
287,909,100152,2.3,2.3,1.0,0.3,0.3,0.3,2.0
288,910,100152,2.3,4.3,1.0,0.3,0.3,0.3,2.0
289,912,100152,0.3,0.3,0.2,0.3,0.3,0.3,1.0
290,918,100152,0.3,2.3,0.2,0.3,0.3,0.3,1.0
291,922,100153,1.3,1.3,0.2,0.3,1.3,1.3,2.67
292,923,100153,3.3,2.3,0.2,0.3,1.3,1.3,3.0
293,928,100153,0.3,0.3,0.2,0.3,0.3,0.3,2.0
294,929,100154,2.3,2.3,0.2,0.3,0.3,0.3,1.33
295,934,100154,2.3,2.3,1.0,0.3,0.3,0.3,2.67
296,940,100155,1.3,2.3,0.2,1.0,1.3,1.3,3.0
297,944,100157,0.3,0.3,0.2,0.3,0.3,0.3,3.0
298,954,100158,3.3,2.3,1.0,0.2,0.3,0.3,2.67
299,958,100158,3.3,2.3,0.2,0.2,0.3,0.3,3.0
300,962,100158,1.3,1.3,0.2,0.2,0.3,0.3,3.0
301,963,100158,1.3,0.3,0.2,0.2,0.3,0.3,2.33
302,969,100160,3.3,3.3,0.5,0.3,0.3,0.3,3.0
303,974,100161,0.3,0.3,0.2,0.3,0.3,0.3,2.33
304,978,100161,1.3,1.3,0.2,0.3,0.3,0.3,2.33
305,984,100163,1.3,2.3,0.2,0.3,0.3,0.3,2.0
306,991,100165,2.3,2.3,1.0,0.2,0.3,0.3,2.67
307,1000,100165,1.3,1.3,0.2,0.2,0.3,0.3,3.0
308,1001,100166,0.3,0.3,0.2,0.3,0.3,0.3,1.0
309,1004,100166,2.3,2.3,1.0,0.3,0.3,0.3,2.67
310,1007,100167,2.3,2.3,0.2,0.2,0.3,0.3,3.0
311,1008,100167,1.3,2.3,0.2,0.2,0.3,0.3,3.0
312,1019,100170,1.3,1.3,0.2,0.2,0.3,0.3,1.0
313,1020,100170,1.3,2.3,0.2,0.2,0.3,0.3,2.67
314,1022,100170,2.3,3.3,0.2,0.2,0.3,0.3,1.67
315,1026,100170,1.3,2.3,0.2,0.2,0.3,0.3,2.33
316,1028,100171,0.3,1.3,0.2,0.3,0.3,0.3,1.33
317,1031,100172,1.3,1.3,1.0,0.3,0.3,0.3,2.67
318,1038,100173,2.3,3.3,0.2,0.3,0.3,0.3,3.0
319,1040,100174,0.3,0.3,0.2,0.3,0.3,0.3,1.67
320,1051,100176,1.3,1.3,1.0,0.3,0.3,0.3,3.0
321,1053,100177,3.3,3.3,0.2,0.2,0.3,0.3,3.0
322,1056,100178,0.3,0.3,0.2,0.3,0.3,0.3,2.33
323,1060,100179,3.3,3.3,0.2,0.3,0.3,0.3,2.67
324,1062,100179,3.3,3.3,1.0,0.3,0.3,0.3,3.0
325,1065,100180,1.3,1.3,0.2,0.3,0.3,0.3,3.0
326,1068,100180,1.3,1.3,0.2,0.3,0.3,0.3,2.33
327,1072,100181,1.3,1.3,0.2,0.2,0.3,0.3,2.0
328,1073,100181,0.3,2.3,0.2,0.2,0.3,0.3,3.0
329,1074,100181,2.3,2.3,0.2,0.2,0.3,0.3,2.0
330,1076,100182,1.3,1.3,1.0,0.3,0.3,0.3,3.0
331,1080,100184,0.3,0.3,0.2,0.2,0.3,0.3,2.0
332,1081,100184,1.3,1.3,1.0,0.2,0.3,0.3,2.67
333,1083,100184,2.3,2.3,0.2,0.2,0.3,0.3,1.67
334,1084,100184,0.3,1.3,0.2,0.2,0.3,0.3,2.33
335,1086,100184,1.3,2.3,0.2,0.2,0.3,0.3,2.33
336,1090,100185,1.3,1.3,0.2,0.2,0.3,0.3,2.67
337,1095,100188,0.3,0.3,0.2,0.2,0.3,0.3,2.67
338,1097,100189,1.3,1.3,0.2,0.2,0.3,0.3,2.33
339,1098,100189,0.3,1.3,0.2,0.2,0.3,0.3,2.33
340,1101,100189,0.3,0.3,0.2,0.2,0.3,0.3,1.67
341,1103,100189,1.3,2.3,0.2,0.2,0.3,0.3,2.67
342,1104,100189,0.3,1.3,0.2,0.2,0.3,0.3,1.33
343,1107,100189,0.3,2.3,0.2,0.2,0.3,0.3,3.0
344,1108,100189,0.3,0.3,0.2,0.2,0.3,0.3,1.33
345,1116,100191,2.3,2.3,0.2,0.3,0.3,0.3,3.0
346,1121,100193,2.3,2.3,0.2,1.0,2.3,2.3,3.0
347,1128,100193,2.3,1.3,1.0,0.2,0.3,0.3,3.0
348,1129,100193,1.3,0.3,0.2,0.2,0.3,0.3,3.0
349,1132,100193,1.3,1.3,1.0,0.2,1.3,1.3,2.33
350,1134,100193,3.3,6.3,1.0,0.2,0.3,0.3,3.0
351,1135,100193,2.3,2.3,1.0,0.2,0.3,0.3,2.0
352,1138,100194,1.3,1.3,1.0,0.3,1.3,1.3,1.67
353,1142,100194,1.3,1.3,1.0,0.3,1.3,1.3,3.0
354,1145,100194,3.3,3.3,1.0,0.3,0.3,0.3,2.0
355,1146,100194,2.3,3.3,1.0,0.3,0.3,0.3,2.67
356,1148,100194,1.3,1.3,1.0,0.3,0.3,0.3,1.67
357,1151,100194,2.3,2.3,1.0,0.3,1.3,1.3,3.0
358,1155,100195,1.3,1.3,0.2,0.2,0.3,0.3,3.0
359,1159,100196,1.3,2.3,0.2,0.3,0.3,0.3,2.0
360,1164,100196,1.3,1.3,0.2,0.3,0.3,0.3,3.0
361,1165,100197,0.3,0.3,0.2,0.3,0.3,0.3,1.33
362,1168,100197,2.3,2.3,0.2,0.3,0.3,0.3,2.67
363,1171,100197,2.3,2.3,0.2,0.3,0.3,0.3,1.67
364,1172,100197,1.3,1.3,0.2,0.3,0.3,0.3,2.33
365,1176,100197,0.3,0.3,0.2,0.3,0.3,0.3,2.0
366,1177,100197,2.3,2.3,0.2,0.3,0.3,0.3,2.33
367,1180,100200,0.3,0.3,0.2,0.3,0.3,0.3,2.0
368,1185,100201,0.3,0.3,0.2,0.3,0.3,0.3,3.0
369,1191,100203,1.3,2.3,0.2,0.3,0.3,0.3,2.33
370,1192,100203,2.3,2.3,0.2,0.3,0.3,0.3,2.67
371,1195,100203,1.3,1.3,0.2,0.3,0.3,0.3,3.0
372,1196,100203,1.3,2.3,0.2,0.3,0.3,0.3,3.0
373,1205,100208,0.3,1.3,0.2,0.2,0.3,0.3,1.67
374,1206,100208,0.3,1.3,0.2,0.2,0.3,0.3,1.33
375,1208,100209,0.3,2.3,0.2,0.2,0.3,0.3,2.67
376,1212,100209,0.3,1.3,0.2,0.2,0.3,0.3,3.0
377,1215,100209,0.3,0.3,0.2,0.2,0.3,0.3,2.33
378,1216,100209,0.3,1.3,0.2,0.2,0.3,0.3,3.0
379,1218,100210,1.3,1.3,0.2,0.3,0.3,0.3,2.33
380,1220,100210,0.3,0.3,0.2,0.3,0.3,0.3,1.75
381,1224,100211,1.3,1.3,1.0,0.3,0.3,0.3,3.0
382,1227,100212,0.3,2.3,0.2,0.2,0.3,0.3,2.33
383,1228,100213,1.3,1.3,0.2,0.2,0.3,0.3,2.33
384,1230,100213,2.3,1.3,0.2,0.2,0.3,0.3,2.33
385,1231,100213,2.3,1.3,0.2,0.2,0.3,0.3,2.67
386,1237,100216,2.3,2.3,0.2,0.3,0.3,0.3,3.0
387,1238,100216,2.3,3.3,0.2,0.3,0.3,0.3,2.33
388,1243,100217,3.3,3.3,0.2,0.3,0.3,0.3,3.0
389,1248,100218,2.3,2.3,0.2,0.3,0.3,0.3,2.33
390,1252,100218,2.3,2.3,0.2,0.3,0.3,0.3,3.0
391,1253,100218,2.3,2.3,0.2,0.3,0.3,0.3,2.0
